# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name,event
Fresh Season 2024,2024-04-24T00:00:00+00:00,7.2.0,bankara_open,yagura,chozame,301,bravo,FALSE,S+ 4,,3878,,47,1bbfabff,,3802,,86,c43a6eff,,longblaster,13,11,2,8,3,1131,"{""intensify_action"":1.8,""swim_speed_up"":1,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",rapid_deco,10,4,6,4,4,1147,"{""special_power_up"":1.3,""ink_saver_sub"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",splatroller,8,8,0,12,1,519,"{""ink_recovery_up"":2.3,""special_saver"":1.3,""special_power_up"":0.6,""ink_saver_main"":0.3,""run_speed_up"":0.3}",order_shooter_replica,6,5,1,13,3,1081,"{""swim_speed_up"":1.9,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",tristringer,13,4,9,6,5,778,"{""ink_saver_main"":1.6,""special_charge_up"":1.3,""swim_speed_up"":0.6,""ink_saver_sub"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",sputtery_hue,19,16,3,9,3,1056,"{""swim_speed_up"":1.2,""ink_recovery_up"":0.9,""special_power_up"":0.6,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",prime_collabo,11,7,4,6,5,1089,"{""ink_saver_main"":1.3,""intensify_action"":1,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""stealth_jump"":true}",jimuwiper,16,10,6,8,1,879,"{""ink_resistance_up"":1,""quick_super_jump"":0.9,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,Record-Score Setter,
Fresh Season 2024,2024-04-24T00:00:00+00:00,7.2.0,bankara_open,yagura,gonzui,270,alpha,TRUE,S+ 4,,4364,,100,d74b31ff,,3949,,0,1ec0adff,,96gal,7,4,3,5,5,1108,"{""intensify_action"":1.9,""ink_saver_main"":1.2,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",screwslosher,16,10,6,8,4,960,"{""quick_respawn"":2.9,""special_power_up"":1.6,""ink_resistance_up"":0.6,""special_charge_up"":0.3}",screwslosher,10,9,1,6,5,1303,"{""run_speed_up"":2.9,""quick_respawn"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""stealth_jump"":true}",wakaba,8,6,2,5,6,993,"{""ink_saver_sub"":3.5,""quick_super_jump"":1,""special_charge_up"":0.6,""intensify_action"":0.3,""quick_respawn"":0.3}",jetsweeper,9,4,5,7,4,1038,"{""ink_saver_main"":1.3,""quick_super_jump"":1.3,""sub_resistance_up"":0.6,""intensify_action"":0.3,""swim_speed_up"":0.3,""object_shredder"":true}",quadhopper_black,8,8,0,6,4,1121,"{""ink_saver_main"":2.2,""run_speed_up"":1.6,""ink_recovery_up"":1,""intensify_action"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3}",longblaster,11,5,6,6,3,712,"{""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""intensify_action"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true,""ninja_squid"":true,""stealth_jump"":true}",bold,8,7,1,10,4,1078,"{""quick_super_jump"":1,""sub_power_up"":1,""ink_saver_sub"":0.9,""swim_speed_up"":0.9,""run_speed_up"":0.6,""ninja_squid"":true}",gold,#1 Super Jump Spot,gold,Record-Score Setter,gold,#1 Score Booster,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,mahimahi,167,alpha,TRUE,S+ 4,,3103,,100,3a0ccdff,,2954,,0,d0bf08ff,,96gal,6,4,2,1,3,921,"{""intensify_action"":1.9,""ink_saver_main"":1.2,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",sputtery_hue,9,9,0,4,3,878,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""quick_respawn"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",hissen,7,4,3,4,2,509,"{""quick_respawn"":1,""ink_recovery_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",dualsweeper,4,2,2,6,2,795,"{""swim_speed_up"":1.9,""quick_super_jump"":1.6,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",splatcharger_collabo,6,6,0,4,3,529,"{""special_charge_up"":1.3,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""sub_power_up"":0.3,""last_ditch_effort"":true,""object_shredder"":true}",lact450,6,5,1,4,4,1075,"{""run_speed_up"":1,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",order_brush_replica,4,4,0,7,1,532,"{""intensify_action"":1.3,""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",momiji,4,0,4,5,3,818,"{""ink_recovery_up"":1.3,""quick_super_jump"":1.3,""ink_saver_main"":0.6,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true}",gold,#1 Super Jump Spot,gold,#1 Turf Inker,gold,#1 Splat Zone Inker,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,kajiki,177,bravo,TRUE,S+ 4,,3201,,0,343bc4ff,,3276,,100,df6624ff,,96gal,3,0,3,3,3,934,"{""intensify_action"":1.9,""ink_saver_main"":1.2,""quick_super_jump"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",hissen,10,9,1,5,3,759,"{""quick_respawn"":1,""ink_recovery_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",splatspinner_collabo,5,2,3,5,2,850,"{""run_speed_up"":2.3,""ink_saver_main"":1,""ink_saver_sub"":0.9,""quick_respawn"":0.9,""ink_recovery_up"":0.3,""quick_super_jump"":0.3}",order_brush_replica,6,5,1,5,1,658,"{""intensify_action"":1.3,""ink_saver_main"":0.9,""ink_resistance_up"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",wakaba,7,3,4,2,4,1101,"{""special_charge_up"":1,""intensify_action"":0.6,""sub_power_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""ninja_squid"":true,""stealth_jump"":true}",tristringer_collabo,7,5,2,3,3,846,"{""swim_speed_up"":1.9,""ink_saver_main"":1.6,""ink_recovery_up"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""respawn_punisher"":true}",sharp,7,5,2,4,3,750,"{""run_speed_up"":1.3,""swim_speed_up"":1.3,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""special_charge_up"":0.6,""object_shredder"":true}",sputtery_hue,6,4,2,7,1,579,"{""swim_speed_up"":1.3,""ink_saver_sub"":1,""ink_resistance_up"":0.6,""ink_saver_main"":0.6,""quick_respawn"":0.6,""quick_super_jump"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",gold,#1 Splat Assister,gold,#1 Super Jump Spot,gold,#1 Turf Inker,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,kajiki,125,alpha,TRUE,S+ 4,,2670,,100,d0bf08ff,,2543,,0,3a0ccdff,,order_stringer_replica,8,5,3,0,3,916,"{""run_speed_up"":2.6,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",prime_collabo,2,0,2,2,2,529,"{""quick_respawn"":1,""run_speed_up"":1,""special_saver"":1,""ink_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",squiclean_b,6,4,2,3,2,487,"{""intensify_action"":1,""sub_power_up"":1,""ink_saver_main"":0.6,""special_saver"":0.3,""stealth_jump"":true}",spygadget_sorella,5,3,2,1,3,738,"{""run_speed_up"":1.6,""special_power_up"":1.6,""swim_speed_up"":1.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""special_charge_up"":0.3}",maneuver,3,2,1,5,2,633,"{""quick_respawn"":1.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",hydra,2,1,1,1,3,559,"{""run_speed_up"":2,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_respawn"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""object_shredder"":true}",octoshooter_replica,2,2,0,3,3,669,"{""swim_speed_up"":2.8,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",nzap89,1,1,0,3,3,682,"{""ink_saver_main"":1.3,""sub_power_up"":1.3,""quick_respawn"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",gold,#1 Overall Splatter,gold,#1 Splat Zone Guard,gold,#1 Splat Zone Inker,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,mahimahi,303,alpha,FALSE,S+ 4,,5183,,88,3a0ccdff,,5156,,87,d0bf08ff,,order_stringer_replica,11,7,4,3,6,1305,"{""run_speed_up"":2.6,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",prime_collabo,13,11,2,9,6,1503,"{""quick_respawn"":1,""run_speed_up"":1,""special_saver"":1,""ink_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",sharp_neo,12,11,1,9,5,1385,"{""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.9,""intensify_action"":0.6,""ink_recovery_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",examiner,12,4,8,7,4,990,"{""ink_saver_main"":1,""run_speed_up"":1,""special_power_up"":1,""ink_recovery_up"":0.9,""intensify_action"":0.9,""special_charge_up"":0.3}",sputtery_hue,16,14,2,8,5,1510,"{""quick_super_jump"":1,""special_charge_up"":1,""ink_recovery_up"":0.9,""ink_saver_sub"":0.9,""swim_speed_up"":0.6,""stealth_jump"":true}",order_shooter_replica,7,5,2,12,3,1166,"{""ink_saver_main"":1,""quick_super_jump"":0.9,""ink_resistance_up"":0.6,""quick_respawn"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",jimuwiper_hue,5,5,0,9,6,1548,"{""special_charge_up"":1,""ink_saver_main"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatcharger,4,4,0,4,4,932,"{""ink_saver_sub"":2.8,""quick_respawn"":0.6,""ink_recovery_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Splat Zone Guard,gold,#1 Super Jump Spot,silver,First Splat!,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,mahimahi,80,alpha,TRUE,S+ 4,,1532,,100,df6624ff,,1662,,0,343bc4ff,,order_stringer_replica,7,3,4,0,1,352,"{""run_speed_up"":2.6,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",prime_collabo,8,7,1,0,2,526,"{""quick_respawn"":1,""run_speed_up"":1,""special_saver"":1,""ink_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3}",longblaster,5,1,4,1,1,277,"{""intensify_action"":1.3,""ink_saver_sub"":1,""swim_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true}",sharp_neo,4,2,2,1,1,377,"{""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.9,""intensify_action"":0.6,""ink_recovery_up"":0.3,""drop_roller"":true,""ninja_squid"":true}",hydra,1,1,0,2,2,476,"{""run_speed_up"":2.9,""ink_resistance_up"":0.9,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""object_shredder"":true}",lact450_deco,1,1,0,4,1,305,"{""swim_speed_up"":1.2,""special_charge_up"":1,""special_power_up"":1,""quick_respawn"":0.6,""quick_super_jump"":0.6,""intensify_action"":0.3,""ninja_squid"":true}",promodeler_rg,0,0,0,3,3,654,"{""ink_recovery_up"":1.6,""ink_saver_main"":1.6,""swim_speed_up"":1.3,""run_speed_up"":0.9,""sub_power_up"":0.3}",order_roller_replica,0,0,0,4,1,227,"{""quick_super_jump"":1.6,""swim_speed_up"":1.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Super Jump Spot,silver,#1 Splat Zone Hero,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,mahimahi,279,bravo,TRUE,S+ 4,,4740,,0,d74b31ff,,4591,,100,1ec0adff,,order_stringer_replica,12,6,6,5,6,1478,"{""run_speed_up"":2.6,""ink_saver_main"":0.6,""quick_super_jump"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",liter4k_custom,17,17,0,6,4,887,"{""special_power_up"":1.3,""ink_saver_main"":1,""sub_power_up"":1,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",moprin,13,7,6,11,2,1033,"{""quick_super_jump"":1,""ink_recovery_up"":0.6,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""stealth_jump"":true,""thermal_ink"":true}",variableroller,9,4,5,9,5,1342,"{""swim_speed_up"":1.3,""ink_saver_main"":1.2,""sub_power_up"":1,""ink_saver_sub"":0.9,""special_power_up"":0.3,""last_ditch_effort"":true}",nautilus47,13,10,3,6,5,1431,"{""swim_speed_up"":1.9,""run_speed_up"":1.3,""ink_recovery_up"":1,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3}",campingshelter_sorella,5,3,2,11,2,1044,"{""quick_respawn"":2.2,""quick_super_jump"":1,""run_speed_up"":1,""ink_saver_main"":0.9,""swim_speed_up"":0.6}",sshooter,11,11,0,8,3,937,"{""swim_speed_up"":1.9,""intensify_action"":1,""sub_resistance_up"":0.9,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""stealth_jump"":true}",52gal,8,6,2,10,4,1179,"{""intensify_action"":1.3,""swim_speed_up"":1.2,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Turf Inker,gold,#1 Splat Zone Inker,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,kajiki,175,bravo,TRUE,S+ 4,,3170,,0,343bc4ff,,3361,,100,df6624ff,,liter4k_custom,4,4,0,4,2,511,"{""sub_power_up"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""special_power_up"":0.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""last_ditch_effort"":true}",dualsweeper,7,4,3,4,2,808,"{""ink_saver_main"":2,""stealth_jump"":true}",variableroller_foil,5,4,1,5,5,1172,"{""special_charge_up"":3.1,""ink_saver_sub"":1.3,""special_saver"":1.3}",explosher_custom,3,0,3,6,2,679,"{""ink_saver_sub"":1.3,""swim_speed_up"":1,""special_power_up"":0.9,""special_saver"":0.6,""ink_recovery_up"":0.3,""quick_respawn"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",52gal,12,9,3,3,4,1000,"{""intensify_action"":1.3,""swim_speed_up"":1.2,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",examiner,10,3,7,1,3,927,"{""run_speed_up"":2.2,""special_power_up"":1.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",order_maneuver_replica,5,4,1,6,3,791,"{""quick_respawn"":1.9,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k_custom,3,3,0,3,3,643,"{""special_power_up"":1.3,""ink_saver_main"":1,""sub_power_up"":1,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",gold,#1 Enemy Splatter,gold,#1 Super Jump Spot,gold,#1 Popular Target,
Fresh Season 2024,2024-04-24T02:00:00+00:00,7.2.0,bankara_challenge,area,mahimahi,167,alpha,TRUE,S+ 4,,2918,,100,d0bf08ff,,2752,,0,3a0ccdff,,campingshelter_sorella,8,6,2,4,2,707,"{""quick_respawn"":1.6,""swim_speed_up"":1.2,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k_custom,8,8,0,0,2,691,"{""special_power_up"":1.3,""ink_saver_main"":1,""sub_power_up"":1,""ink_recovery_up"":0.6,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",splatroller,8,8,0,6,1,521,"{""special_charge_up"":1.2,""quick_super_jump"":0.9,""swim_speed_up"":0.6,""drop_roller"":true,""ninja_squid"":true,""opening_gambit"":true}",quadhopper_black,4,4,0,5,4,999,"{""quick_respawn"":2.8,""run_speed_up"":1,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""stealth_jump"":true}",furo,5,2,3,4,3,799,"{""ink_saver_main"":2.6,""ink_recovery_up"":0.9,""run_speed_up"":0.6,""special_charge_up"":0.3,""swim_speed_up"":0.3,""thermal_ink"":true}",longblaster,5,4,1,7,1,498,"{""quick_respawn"":2.2,""quick_super_jump"":0.6,""intensify_action"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",momiji,5,5,0,8,2,737,"{""swim_speed_up"":1.3,""ink_saver_main"":1,""ink_saver_sub"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",maneuver_collabo,4,3,1,7,2,718,"{""quick_super_jump"":1,""ink_recovery_up"":0.9,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""run_speed_up"":0.3,""comeback"":true,""thermal_ink"":true}",gold,#1 Overall Splatter,gold,#1 Splat Assister,silver,#1 Ink Consumer,
