# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name,event
Sizzle Season 2024,2024-06-27T00:00:00+00:00,8.0.0,regular,nawabari,kajiki,180,alpha,,,,3033,64.9,,1bbfabff,,2549,22.2,,c43a6eff,,furo,6,6,0,2,3,1071,"{""run_speed_up"":1.6,""special_charge_up"":1,""ink_resistance_up"":0.9,""ink_saver_main"":0.9,""swim_speed_up"":0.3,""last_ditch_effort"":true}",heroshooter_replica,11,8,3,1,2,847,"{""swim_speed_up"":1.3,""sub_power_up"":1,""ink_saver_main"":0.6,""quick_respawn"":0.6,""run_speed_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""haunt"":true}",wakaba,1,1,0,3,0,607,"{""ink_recovery_up"":1,""quick_respawn"":1,""special_saver"":1,""ink_resistance_up"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3}",variableroller_foil,6,5,1,3,1,508,"{""swim_speed_up"":1,""quick_respawn"":0.6,""run_speed_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""haunt"":true,""stealth_jump"":true}",tristringer,3,3,0,5,3,793,"{""special_charge_up"":2.5,""ink_saver_main"":1.3,""swim_speed_up"":1.3,""sub_power_up"":0.3}",dentalwiper_mint,3,2,1,7,1,773,"{""quick_respawn"":1.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k,2,2,0,5,0,540,"{""ink_saver_main"":1.3,""special_charge_up"":1.3,""ink_recovery_up"":0.9,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""quick_respawn"":0.3,""run_speed_up"":0.3,""respawn_punisher"":true}",splatroller_collabo,1,1,0,4,1,443,"{""run_speed_up"":1.9,""intensify_action"":1.3,""ink_resistance_up"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""respawn_punisher"":true}",gold,#1 Super Jump Spot,gold,#1 Turf Inker,gold,#1 Home-Base Inker,
Sizzle Season 2024,2024-06-27T00:00:00+00:00,8.0.0,bankara_challenge,hoko,kusaya,272,alpha,TRUE,S,,4355,,100,c43a6eff,,4220,,0,1bbfabff,,sharp_neo,13,11,2,5,4,1479,"{""swim_speed_up"":2.6,""quick_respawn"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",clashblaster,18,14,4,2,3,925,"{""ink_saver_sub"":3.5,""ink_recovery_up"":1.9,""sub_power_up"":0.3}",liter4k,7,3,4,4,3,985,"{""ink_saver_main"":1,""sub_power_up"":1,""swim_speed_up"":0.9,""ink_saver_sub"":0.6,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""last_ditch_effort"":true}",52gal,12,9,3,7,3,966,"{""special_charge_up"":1.9,""swim_speed_up"":1.6,""special_power_up"":1,""ink_saver_main"":0.9,""special_saver"":0.3}",bold,9,8,1,12,3,963,"{""special_charge_up"":1.6,""special_power_up"":1.3,""ink_saver_main"":0.9,""quick_respawn"":0.3,""run_speed_up"":0.3,""sub_resistance_up"":0.3,""tenacity"":true}",momiji,7,2,5,7,5,1109,"{""special_power_up"":1.9,""ink_saver_main"":1,""ink_recovery_up"":0.9,""special_charge_up"":0.9,""drop_roller"":true}",rpen_5h,3,2,1,9,3,1095,"{""ink_saver_main"":1,""quick_respawn"":1,""quick_super_jump"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""stealth_jump"":true}",furuido,6,6,0,9,3,1053,"{""swim_speed_up"":2.5,""ink_saver_main"":1.3,""intensify_action"":1,""special_charge_up"":0.9}",gold,#1 Turf Inker,gold,Record-Score Setter,gold,#1 Score Booster,
Sizzle Season 2024,2024-06-27T00:00:00+00:00,8.0.0,bankara_challenge,hoko,kusaya,210,alpha,TRUE,S,,3767,,100,343bc4ff,,3976,,0,df6624ff,,sharp_neo,9,6,3,4,4,1290,"{""swim_speed_up"":2.6,""quick_respawn"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",dynamo,15,8,7,4,3,1089,"{""ink_saver_main"":2.9,""swim_speed_up"":1.3,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""sub_resistance_up"":0.3}",dentalwiper_mint,10,8,2,7,3,669,"{""swim_speed_up"":1.3,""quick_super_jump"":1,""ink_recovery_up"":0.6,""ink_resistance_up"":0.6,""intensify_action"":0.6,""run_speed_up"":0.3,""special_charge_up"":0.3,""stealth_jump"":true}",52gal,3,1,2,7,4,719,"{""special_charge_up"":1.9,""swim_speed_up"":1.6,""special_power_up"":1,""ink_saver_main"":0.9,""special_saver"":0.3}",promodeler_rg,10,9,1,5,4,1320,"{""special_charge_up"":1,""sub_power_up"":0.9,""special_saver"":0.6,""swim_speed_up"":0.6,""special_power_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""object_shredder"":true}",furo,6,2,4,6,3,1071,"{""swim_speed_up"":4.2,""special_charge_up"":0.9,""ink_recovery_up"":0.3,""sub_resistance_up"":0.3}",bold,8,8,0,6,4,754,"{""swim_speed_up"":2.2,""run_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",examiner,6,3,3,6,3,831,"{""run_speed_up"":3.3,""ink_resistance_up"":0.6,""intensify_action"":0.6,""special_charge_up"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3}",silver,#1 Ground Traveler,silver,#1 Damage Taker,gold,#1 Turf Inker,
Sizzle Season 2024,2024-06-27T00:00:00+00:00,8.0.0,bankara_challenge,hoko,nampla,317,bravo,FALSE,S,,5184,,65,1bbfabff,,4699,,97,c43a6eff,,sharp_neo,22,19,3,5,4,1712,"{""swim_speed_up"":2.6,""quick_respawn"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",nzap85,22,10,12,7,5,1584,"{""quick_respawn"":1.6,""ink_saver_sub"":1,""quick_super_jump"":0.6,""special_saver"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""stealth_jump"":true}",bottlegeyser,14,8,6,5,3,896,"{""run_speed_up"":1.6,""swim_speed_up"":1,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",dentalwiper_mint,14,13,1,9,2,992,"{""swim_speed_up"":1.3,""quick_super_jump"":1,""ink_recovery_up"":0.6,""ink_resistance_up"":0.6,""intensify_action"":0.6,""run_speed_up"":0.3,""special_charge_up"":0.3,""stealth_jump"":true}",momiji,9,4,5,7,7,1452,"{""swim_speed_up"":2.5,""special_charge_up"":1.3,""ink_recovery_up"":0.6,""quick_respawn"":0.3,""ninja_squid"":true}",quadhopper_black,12,11,1,16,2,1036,"{""quick_respawn"":3.8,""quick_super_jump"":0.6,""special_saver"":0.3,""stealth_jump"":true}",bold,2,2,0,18,2,1100,"{""ink_saver_main"":1.9,""quick_super_jump"":1.9,""quick_respawn"":0.9,""object_shredder"":true}",splatcharger_collabo,9,9,0,10,4,1111,"{""quick_super_jump"":1,""swim_speed_up"":0.9,""ink_recovery_up"":0.6,""ink_saver_main"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""drop_roller"":true,""haunt"":true}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,#1 Turf Inker,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,namero,320,alpha,FALSE,S,,4000,,85,df6624ff,,4383,,41,343bc4ff,,splatroller_collabo,10,6,4,6,3,861,"{""sub_power_up"":2,""special_power_up"":1.3,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",splatspinner_collabo,15,15,0,8,3,1184,"{""run_speed_up"":2.9,""ink_saver_main"":0.9,""quick_respawn"":0.9,""comeback"":true}",brella24mk2,13,7,6,9,3,979,"{""ink_saver_main"":1,""quick_respawn"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",tristringer,7,2,5,8,4,976,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",hotblaster,21,16,5,9,2,767,"{""intensify_action"":2.2,""special_charge_up"":1.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""haunt"":true}",nzap85,10,4,6,6,5,1440,"{""special_charge_up"":1.3,""special_power_up"":0.9,""intensify_action"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",jimuwiper,12,6,6,7,5,1180,"{""ink_saver_main"":1.6,""quick_super_jump"":1,""quick_respawn"":0.6,""sub_resistance_up"":0.6,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""stealth_jump"":true}",kugelschreiber,9,5,4,8,4,996,"{""run_speed_up"":2.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",gold,#1 Super Jump Spot,silver,#1 Damage Taker,gold,#1 Score Booster,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,negitoro,316,alpha,FALSE,S,,3902,,94,3a0ccdff,,3654,,78,d0bf08ff,,splatspinner,23,19,4,9,2,1051,"{""run_speed_up"":2.6,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",tristringer,6,0,6,7,5,991,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",bold,17,14,3,9,4,1089,"{""swim_speed_up"":1.9,""quick_respawn"":0.9,""special_saver"":0.9,""drop_roller"":true,""ninja_squid"":true}",longblaster_custom,12,9,3,9,4,771,"{""quick_respawn"":1.9,""ink_saver_main"":1,""swim_speed_up"":0.9,""special_charge_up"":0.6,""special_saver"":0.3,""stealth_jump"":true}",pablo_hue,22,20,2,12,5,1458,"{""sub_power_up"":2.2,""special_charge_up"":1.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""stealth_jump"":true}",sputtery,6,3,3,11,1,770,"{""sub_power_up"":3,""ink_saver_main"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3}",pablo,11,6,5,11,2,930,"{""ink_saver_main"":1.6,""ink_saver_sub"":1.6,""quick_super_jump"":1,""sub_power_up"":0.9,""ink_recovery_up"":0.3,""intensify_action"":0.3}",pablo,3,3,0,8,0,496,"{""quick_super_jump"":1.6,""sub_power_up"":0.9,""sub_resistance_up"":0.6,""quick_respawn"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Popular Target,gold,#1 Clam Carrier,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,namero,310,bravo,FALSE,S,,3969,,49,1ec0adff,,3902,,50,d74b31ff,,splatspinner,14,7,7,8,4,1145,"{""run_speed_up"":2.6,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",bold,24,21,3,9,2,989,"{""swim_speed_up"":1.9,""quick_respawn"":0.9,""special_saver"":0.9,""drop_roller"":true,""ninja_squid"":true}",longblaster_custom,16,12,4,9,2,790,"{""quick_respawn"":1.9,""ink_saver_main"":1,""swim_speed_up"":0.9,""special_charge_up"":0.6,""special_saver"":0.3,""stealth_jump"":true}",tristringer,8,3,5,6,5,1045,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",bold_neo,16,14,2,10,3,1215,"{""sub_power_up"":3,""ink_saver_main"":0.3,""intensify_action"":0.3,""quick_respawn"":0.3}",pablo,8,4,4,8,5,1038,"{""ink_saver_main"":1.6,""ink_saver_sub"":1.6,""quick_super_jump"":1,""sub_power_up"":0.9,""ink_recovery_up"":0.3,""intensify_action"":0.3}",pablo_hue,13,12,1,14,6,1146,"{""quick_respawn"":1.6,""special_charge_up"":1.6,""special_saver"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_power_up"":0.3,""stealth_jump"":true}",pablo,4,2,2,11,2,503,"{""quick_super_jump"":1.6,""sub_power_up"":0.9,""sub_resistance_up"":0.6,""quick_respawn"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,gold,#1 Turf Inker,gold,#1 Score Booster,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,negitoro,320,alpha,FALSE,S,,4290,,49,9025c6ff,,4160,,20,cfb121ff,,splatspinner,12,6,6,10,2,1207,"{""run_speed_up"":2.6,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",bold,18,17,1,10,4,1029,"{""swim_speed_up"":1.9,""quick_respawn"":0.9,""special_saver"":0.9,""drop_roller"":true,""ninja_squid"":true}",tristringer,4,2,2,5,6,1301,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",order_brush_replica,13,8,5,13,0,753,"{""ink_saver_sub"":1,""quick_respawn"":1,""sub_power_up"":0.9,""swim_speed_up"":0.9,""ink_recovery_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",sblast91,20,16,4,8,5,1173,"{""swim_speed_up"":1,""quick_respawn"":0.9,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",sblast91,8,7,1,6,5,850,"{""quick_respawn"":1.9,""intensify_action"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""comeback"":true,""stealth_jump"":true}",sblast91,14,9,5,13,2,1100,"{""quick_respawn"":1.6,""quick_super_jump"":0.6,""special_saver"":0.6,""sub_power_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",sblast91,7,5,2,7,4,1037,"{""quick_respawn"":1.9,""run_speed_up"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",gold,#1 Splat Assister,gold,#1 Super Jump Spot,silver,#1 Clam Stopper,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,namero,317,bravo,FALSE,S,,4610,,60,1ec0adff,,4951,,90,d74b31ff,,splatspinner,3,3,0,10,2,1222,"{""run_speed_up"":2.6,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",bold,11,11,0,8,4,1448,"{""swim_speed_up"":1.9,""quick_respawn"":0.9,""special_saver"":0.9,""drop_roller"":true,""ninja_squid"":true}",hokusai_hue,6,3,3,12,1,753,"{""ink_saver_sub"":1,""quick_respawn"":1,""sub_power_up"":0.9,""swim_speed_up"":0.9,""ink_recovery_up"":0.3,""special_saver"":0.3,""ninja_squid"":true}",tristringer,5,3,2,7,5,1187,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",dynamo,23,6,17,5,7,1503,"{""ink_saver_main"":1,""special_charge_up"":0.9,""ink_saver_sub"":0.6,""ink_recovery_up"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""thermal_ink"":true}",maneuver,13,11,2,6,5,984,"{""quick_respawn"":2.2,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",dynamo,16,10,6,5,6,1478,"{""ink_saver_main"":1,""special_charge_up"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_power_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatscope,12,10,2,4,5,986,"{""quick_super_jump"":0.9,""quick_respawn"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",silver,#1 Damage Taker,silver,#2 Turf Inker,gold,#1 Score Booster,
Sizzle Season 2024,2024-06-27T02:00:00+00:00,8.0.0,bankara_open,asari,negitoro,479,alpha,FALSE,S,,6020,,20,df6624ff,,6092,,0,343bc4ff,,splatspinner,10,9,1,8,3,1564,"{""run_speed_up"":2.6,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",tristringer,3,2,1,4,7,1650,"{""ink_saver_main"":2,""swim_speed_up"":1.6,""special_charge_up"":1.2,""ink_recovery_up"":0.9}",bold,16,14,2,12,6,1567,"{""swim_speed_up"":1.9,""quick_respawn"":0.9,""special_saver"":0.9,""drop_roller"":true,""ninja_squid"":true}",prime,7,4,3,11,3,1239,"{""quick_respawn"":1.9,""ink_saver_main"":1,""swim_speed_up"":0.9,""special_charge_up"":0.6,""special_saver"":0.3,""stealth_jump"":true}",examiner,17,11,6,7,6,1925,"{""ink_saver_main"":1,""special_charge_up"":0.9,""ink_saver_sub"":0.6,""ink_recovery_up"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""swim_speed_up"":0.3,""comeback"":true,""thermal_ink"":true}",dynamo,7,5,2,6,7,1794,"{""ink_saver_main"":1,""special_charge_up"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""special_power_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatscope,13,8,5,2,4,1082,"{""quick_super_jump"":0.9,""quick_respawn"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",maneuver,15,10,5,15,2,1291,"{""quick_respawn"":2.2,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,silver,#2 Overall Splatter,silver,First Splat!,
