# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name,event
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,regular,nawabari,gonzui,180,alpha,,,,3558,47.2,,a0c937ff,,3490,41.5,,ba30b0ff,,jetsweeper_custom,2,2,0,2,4,1120,"{""quick_super_jump"":1.6,""ink_recovery_up"":1,""ink_saver_main"":0.9,""special_charge_up"":0.9,""special_saver"":0.3,""haunt"":true}",hokusai_hue,6,5,1,3,3,1322,"{""ink_resistance_up"":1.5,""special_saver"":1.3,""sub_power_up"":1,""special_power_up"":0.3,""thermal_ink"":true}",fincent_hue,2,2,0,3,2,819,"{""ink_saver_main"":1,""special_charge_up"":1,""swim_speed_up"":1,""run_speed_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",sshooter,0,0,0,7,0,297,"{""ink_resistance_up"":1,""quick_super_jump"":1,""thermal_ink"":true}",examiner_hue,1,1,0,2,3,1004,"{""ink_recovery_up"":1.3,""quick_respawn"":1,""ink_resistance_up"":0.6,""sub_power_up"":0.6,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""drop_roller"":true}",quadhopper_black,10,10,0,3,3,992,"{""quick_respawn"":1.6,""special_power_up"":1.3,""ink_saver_main"":0.6,""ink_saver_sub"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",wideroller_collabo,3,2,1,3,2,790,"{""ink_recovery_up"":1,""special_charge_up"":1,""special_power_up"":1,""special_saver"":0.9,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3}",maneuver,4,2,2,1,2,704,"{""intensify_action"":2,""sub_power_up"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3}",gold,#1 Enemy-Base Inker,silver,First Splat!,silver,#1 Base Defender,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,kinmedai,204,bravo,TRUE,,1770.2,4411,,0,9025c6ff,,4373,,100,cfb121ff,,bucketslosher,4,3,1,8,2,818,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",rapid_elite_deco,5,3,2,6,3,734,"{""quick_respawn"":2.2,""swim_speed_up"":1,""intensify_action"":0.9,""quick_super_jump"":0.6,""stealth_jump"":true}",promodeler_rg,2,1,1,2,8,1965,"{""quick_respawn"":2.8,""quick_super_jump"":1,""swim_speed_up"":1,""ink_recovery_up"":0.9}",lact450,4,3,1,7,3,894,"{""special_charge_up"":4.5,""quick_super_jump"":0.9,""ink_saver_sub"":0.3}",screwslosher,13,12,1,3,3,1023,"{""quick_respawn"":1.6,""quick_super_jump"":0.9,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",pablo,8,4,4,3,5,1097,"{""ink_saver_sub"":2.2,""special_charge_up"":1.3,""special_saver"":1,""ink_recovery_up"":0.6,""ink_saver_main"":0.3,""quick_respawn"":0.3}",jetsweeper_custom,7,4,3,1,5,1369,"{""special_saver"":1.3,""ink_saver_sub"":0.6,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ink_saver_main"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",prime,7,3,4,3,3,884,"{""run_speed_up"":2.2,""swim_speed_up"":1.3,""intensify_action"":0.9,""quick_super_jump"":0.3,""stealth_jump"":true}",gold,#1 Enemy Splatter,silver,#2 Overall Splatter,silver,#1 Ink Consumer,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,regular,nawabari,sumeshi,180,bravo,,,,3403,30.0,,ba30b0ff,,3852,52.0,,a0c937ff,,jetsweeper_custom,0,0,0,2,4,1220,"{""quick_super_jump"":1.6,""ink_recovery_up"":1,""ink_saver_main"":0.9,""special_charge_up"":0.9,""special_saver"":0.3,""haunt"":true}",quadhopper_black,4,3,1,7,2,771,"{""quick_respawn"":1.6,""special_power_up"":1.3,""ink_saver_main"":0.6,""ink_saver_sub"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",maneuver,0,0,0,4,3,723,"{""ink_saver_main"":2.2,""special_charge_up"":1.3,""ink_recovery_up"":0.9,""run_speed_up"":0.3,""thermal_ink"":true}",wideroller_collabo,3,3,0,8,1,689,"{""ink_recovery_up"":1,""special_charge_up"":1,""special_power_up"":1,""special_saver"":0.9,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3}",pablo,11,9,2,1,5,1331,"{""ink_recovery_up"":1.6,""ink_saver_main"":0.6,""ink_saver_sub"":0.6,""quick_respawn"":0.6,""quick_super_jump"":0.3,""drop_roller"":true,""ninja_squid"":true}",nzap85,9,5,4,3,3,978,"{""quick_respawn"":1,""intensify_action"":0.9,""swim_speed_up"":0.9,""quick_super_jump"":0.6,""run_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",nautilus79,6,6,0,1,4,917,"{""run_speed_up"":2.9,""special_charge_up"":1.9,""ink_recovery_up"":0.9}",splatscope,3,1,2,1,2,626,"{""swim_speed_up"":1.5,""ink_resistance_up"":1,""ink_saver_main"":0.6,""run_speed_up"":0.6,""drop_roller"":true,""ninja_squid"":true}",gold,#1 Turf Inker,gold,#1 Home-Base Inker,silver,#1 Ink Consumer,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,baigai,300,bravo,FALSE,,1770.2,5697,,55,cd510aff,,5987,,61,6e04b6ff,,bucketslosher,5,3,2,8,5,1479,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",examiner,9,5,4,7,5,1485,"{""run_speed_up"":1.6,""special_charge_up"":1.3,""quick_respawn"":0.6,""special_power_up"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3,""comeback"":true}",jetsweeper_custom,7,3,4,10,4,1191,"{""ink_saver_main"":1.9,""ink_saver_sub"":1.9,""swim_speed_up"":0.6,""quick_super_jump"":0.3,""opening_gambit"":true}",hydra,6,6,0,5,6,1542,"{""run_speed_up"":2.2,""swim_speed_up"":1,""ink_resistance_up"":0.6,""intensify_action"":0.6,""special_charge_up"":0.3,""thermal_ink"":true}",examiner,15,9,6,4,7,1558,"{""special_charge_up"":1.9,""special_power_up"":1.3,""run_speed_up"":0.9,""swim_speed_up"":0.6,""stealth_jump"":true}",tristringer,12,9,3,2,7,1495,"{""ink_saver_main"":1.3,""swim_speed_up"":0.9,""ink_resistance_up"":0.6,""run_speed_up"":0.6,""sub_resistance_up"":0.3,""object_shredder"":true,""thermal_ink"":true}",rapid_elite_deco,10,5,5,4,6,1090,"{""swim_speed_up"":1,""intensify_action"":0.9,""run_speed_up"":0.6,""sub_resistance_up"":0.6,""quick_super_jump"":0.3,""special_saver"":0.3,""last_ditch_effort"":true,""stealth_jump"":true}",moprin,9,7,2,7,7,1844,"{""special_charge_up"":1,""special_power_up"":1,""ink_saver_main"":0.9,""ink_recovery_up"":0.6,""quick_respawn"":0.6,""ink_saver_sub"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",silver,#1 Ink Consumer,,,,,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,regular,nawabari,sumeshi,180,alpha,,,,4078,54.1,,343bc4ff,,3797,32.5,,df6624ff,,jetsweeper_custom,6,5,1,0,4,1333,"{""quick_super_jump"":1.6,""ink_recovery_up"":1,""ink_saver_main"":0.9,""special_charge_up"":0.9,""special_saver"":0.3,""haunt"":true}",quadhopper_black,10,9,1,1,5,1394,"{""quick_respawn"":1.6,""special_power_up"":1.3,""ink_saver_main"":0.6,""ink_saver_sub"":0.6,""run_speed_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",sshooter,1,1,0,1,2,817,"{""ink_resistance_up"":1,""intensify_action"":1,""special_charge_up"":1,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""special_saver"":0.3}",hokusai,7,4,3,6,0,534,"{""ink_recovery_up"":1,""special_charge_up"":1,""special_power_up"":1,""special_saver"":0.9,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3}",sshooter_collabo,2,2,0,4,2,1053,"{""ink_saver_main"":2.2,""sub_power_up"":1.3,""swim_speed_up"":1,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""special_saver"":0.3}",jetsweeper_custom,6,5,1,5,2,1034,"{""swim_speed_up"":1,""ink_recovery_up"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""respawn_punisher"":true,""tenacity"":true}",promodeler_rg,0,0,0,6,0,884,"{""ink_saver_main"":2,""swim_speed_up"":1.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""sub_resistance_up"":0.3}",sputtery_hue,1,1,0,4,1,826,"{""ink_saver_main"":3,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""intensify_action"":0.3,""sub_power_up"":0.3}",silver,#2 Turf Inker,silver,#1 Ink Consumer,silver,#1 Ink Storm User,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,kinmedai,324,bravo,FALSE,,1770.2,4945,,73,9025c6ff,,5166,,86,cfb121ff,,bucketslosher,6,5,1,8,6,1602,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatroller,15,13,2,11,4,1043,"{""ink_saver_sub"":2.2,""swim_speed_up"":1.9,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""ninja_squid"":true}",liter4k_custom,13,13,0,4,1,974,"{""ink_saver_main"":2,""quick_super_jump"":0.6,""run_speed_up"":0.6,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""swim_speed_up"":0.3,""respawn_punisher"":true}",order_shooter_replica,13,9,4,10,4,1326,"{""special_charge_up"":1.6,""swim_speed_up"":1.2,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",order_shooter_replica,13,11,2,12,6,1247,"{""swim_speed_up"":4.1,""quick_super_jump"":1.3,""sub_power_up"":0.3}",spygadget,7,6,1,8,7,1562,"{""run_speed_up"":1.3,""special_charge_up"":1.3,""special_power_up"":1,""ink_saver_main"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_sub"":0.3,""sub_power_up"":0.3,""swim_speed_up"":0.3}",dynamo,13,8,5,12,5,1374,"{""quick_respawn"":1.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",squiclean_a,10,8,2,8,3,983,"{""quick_super_jump"":0.6,""special_saver"":0.6,""sub_resistance_up"":0.6,""ink_recovery_up"":0.3,""run_speed_up"":0.3,""sub_power_up"":0.3,""drop_roller"":true,""haunt"":true,""last_ditch_effort"":true}",gold,#1 Turf Inker,gold,#1 Splat Zone Inker,silver,#1 Splat Zone Hero,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,baigai,286,bravo,TRUE,,1745.2,4535,,0,1a1aafff,,4690,,100,e38d24ff,,bucketslosher,3,3,0,8,4,1338,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",maneuver_collabo,9,9,0,9,6,1429,"{""ink_saver_main"":1.6,""special_charge_up"":0.9,""ink_saver_sub"":0.6,""swim_speed_up"":0.6,""ninja_squid"":true,""stealth_jump"":true}",liter4k,6,4,2,6,4,858,"{""ink_saver_main"":1.8,""swim_speed_up"":1,""quick_super_jump"":0.9,""object_shredder"":true,""respawn_punisher"":true}",order_roller_replica,3,3,0,11,4,910,"{""quick_respawn"":1.9,""swim_speed_up"":0.9,""ink_saver_sub"":0.6,""ink_saver_main"":0.3,""comeback"":true,""ninja_squid"":true}",order_maneuver_replica,15,13,2,5,5,1286,"{""swim_speed_up"":1.6,""intensify_action"":0.9,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",wakaba,13,9,4,3,6,1553,"{""ink_recovery_up"":1.3,""ink_saver_sub"":1.3,""swim_speed_up"":1.2,""sub_power_up"":1,""special_charge_up"":0.9}",longblaster,10,8,2,8,2,911,"{""quick_respawn"":1.2,""swim_speed_up"":1,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k,7,4,3,3,4,940,"{""swim_speed_up"":2.8,""quick_super_jump"":1,""quick_respawn"":0.6,""special_power_up"":0.3,""ninja_squid"":true}",gold,#1 Super Jump Spot,gold,#1 Splat Zone Inker,silver,#1 Splat Zone Hero,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,kinmedai,97,bravo,TRUE,,1745.2,1597,,0,1ec0adff,,1760,,100,d74b31ff,,bucketslosher,0,0,0,5,1,396,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",spaceshooter,2,0,2,3,2,526,"{""ink_saver_main"":2.2,""run_speed_up"":1,""special_charge_up"":0.6,""sub_resistance_up"":0.6,""ink_saver_sub"":0.3,""thermal_ink"":true}",pablo,3,3,0,4,1,391,"{""ink_saver_main"":4.1,""ink_saver_sub"":1,""quick_super_jump"":0.3,""sub_resistance_up"":0.3}",52gal,2,1,1,4,0,284,"{""swim_speed_up"":1.3,""intensify_action"":0.9,""ink_recovery_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",order_maneuver_replica,6,6,0,0,2,488,"{""swim_speed_up"":1.6,""intensify_action"":0.9,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",52gal,5,3,2,2,2,554,"{""swim_speed_up"":2.9,""intensify_action"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",longblaster,4,4,0,0,1,388,"{""ink_saver_main"":2.2,""ink_saver_sub"":1.9,""intensify_action"":0.3,""special_saver"":0.3,""stealth_jump"":true}",campingshelter_sorella,3,3,0,2,0,330,"{""quick_respawn"":1.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""comeback"":true,""stealth_jump"":true}",silver,#2 Turf Inker,,,,,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,kinmedai,300,alpha,FALSE,,1745.2,5435,,74,a0c937ff,,5684,,45,ba30b0ff,,bucketslosher,8,7,1,5,4,1261,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",liter4k_scope,11,6,5,3,3,925,"{""swim_speed_up"":1.9,""quick_super_jump"":1.2,""quick_respawn"":0.3,""special_charge_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",promodeler_mg,8,6,2,5,7,1646,"{""ink_saver_sub"":3.5,""sub_power_up"":1.6,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3}",furo,6,4,2,6,5,1603,"{""ink_saver_main"":1.8,""swim_speed_up"":1,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""stealth_jump"":true,""thermal_ink"":true}",liter4k,7,7,0,2,6,1285,"{""intensify_action"":1.9,""ink_saver_main"":1,""quick_respawn"":1,""swim_speed_up"":0.9,""special_power_up"":0.6,""run_speed_up"":0.3}",dynamo,7,3,4,9,5,1380,"{""ink_saver_main"":1.6,""special_power_up"":1,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",52gal,7,7,0,10,5,1120,"{""swim_speed_up"":1.3,""intensify_action"":0.9,""ink_recovery_up"":0.6,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",furo,4,2,2,2,7,1899,"{""ink_saver_main"":1.9,""ink_recovery_up"":0.9,""swim_speed_up"":0.6,""respawn_punisher"":true,""stealth_jump"":true}",gold,#1 Enemy Splatter,gold,#1 Splat Zone Guard,silver,#1 Ground Traveler,
Drizzle Season 2024,2024-11-12T02:00:00+00:00,9.1.0,xmatch,area,baigai,316,alpha,FALSE,,1745.2,5713,,87,cd510aff,,5453,,79,6e04b6ff,,bucketslosher,14,12,2,7,5,1493,"{""quick_respawn"":1.3,""ink_saver_sub"":0.9,""quick_super_jump"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",rpen_5h,12,4,8,1,7,1666,"{""ink_saver_main"":1.6,""special_charge_up"":1.6,""special_power_up"":0.9,""ink_resistance_up"":0.3,""swim_speed_up"":0.3,""last_ditch_effort"":true}",sharp,17,10,7,8,5,1459,"{""ink_saver_sub"":1,""sub_power_up"":1,""run_speed_up"":0.6,""special_charge_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3,""stealth_jump"":true}",sshooter,14,11,3,13,5,1095,"{""quick_respawn"":1.9,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_saver"":0.3,""swim_speed_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatroller,11,10,1,10,4,1073,"{""quick_super_jump"":1.9,""swim_speed_up"":1.2,""ink_resistance_up"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",kelvin525,11,10,1,13,4,1367,"{""quick_respawn"":3.2,""ink_saver_main"":0.6,""swim_speed_up"":0.6,""ink_recovery_up"":0.3,""stealth_jump"":true}",sharp_neo,9,6,3,6,8,2046,"{""swim_speed_up"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",splatscope,2,2,0,8,4,967,"{""special_charge_up"":1.9,""quick_super_jump"":1.6,""ink_saver_main"":1.3,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3}",gold,#1 Enemy Splatter,silver,#1 Ground Traveler,silver,#1 Splat Zone Hero,
