# season,period,game-ver,lobby,mode,stage,time,win,knockout,rank,power,alpha-inked,alpha-ink-percent,alpha-count,alpha-color,alpha-theme,bravo-inked,bravo-ink-percent,bravo-count,bravo-color,bravo-theme,A1-weapon,A1-kill-assist,A1-kill,A1-assist,A1-death,A1-special,A1-inked,A1-abilities,A2-weapon,A2-kill-assist,A2-kill,A2-assist,A2-death,A2-special,A2-inked,A2-abilities,A3-weapon,A3-kill-assist,A3-kill,A3-assist,A3-death,A3-special,A3-inked,A3-abilities,A4-weapon,A4-kill-assist,A4-kill,A4-assist,A4-death,A4-special,A4-inked,A4-abilities,B1-weapon,B1-kill-assist,B1-kill,B1-assist,B1-death,B1-special,B1-inked,B1-abilities,B2-weapon,B2-kill-assist,B2-kill,B2-assist,B2-death,B2-special,B2-inked,B2-abilities,B3-weapon,B3-kill-assist,B3-kill,B3-assist,B3-death,B3-special,B3-inked,B3-abilities,B4-weapon,B4-kill-assist,B4-kill,B4-assist,B4-death,B4-special,B4-inked,B4-abilities,medal1-grade,medal1-name,medal2-grade,medal2-name,medal3-grade,medal3-name,event
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,bankara_open,asari,kinmedai,320,bravo,FALSE,S+ 0,,4485,,19,3a0ccdff,,4482,,20,d0bf08ff,,furo,4,4,0,7,1,866,"{""swim_speed_up"":2,""run_speed_up"":1.9,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""sub_resistance_up"":0.3}",kugelschreiber,12,9,3,6,3,1300,"{""run_speed_up"":1.9,""special_power_up"":1.3,""intensify_action"":0.6,""quick_super_jump"":0.6,""ink_resistance_up"":0.3,""drop_roller"":true}",drivewiper_deco,10,9,1,7,4,1323,"{""quick_respawn"":1,""ink_recovery_up"":0.6,""intensify_action"":0.6,""quick_super_jump"":0.6,""ink_saver_main"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""stealth_jump"":true}",variableroller,9,8,1,7,4,996,"{""swim_speed_up"":2.9,""ink_recovery_up"":0.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true}",squiclean_a,14,13,1,7,2,1083,"{""ink_saver_main"":1.6,""intensify_action"":0.9,""ink_saver_sub"":0.6,""ink_recovery_up"":0.3,""swim_speed_up"":0.3,""haunt"":true,""object_shredder"":true}",sshooter_collabo,3,1,2,7,2,985,"{""quick_super_jump"":1.3,""ink_recovery_up"":1,""swim_speed_up"":1,""quick_respawn"":0.6,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3}",sputtery_hue,9,8,1,7,3,1274,"{""intensify_action"":1,""swim_speed_up"":1,""quick_super_jump"":0.9,""ink_resistance_up"":0.6,""special_charge_up"":0.6,""quick_respawn"":0.3,""run_speed_up"":0.3,""object_shredder"":true}",nautilus47,5,5,0,9,2,1140,"{""quick_respawn"":1.9,""swim_speed_up"":0.6,""ink_saver_main"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""opening_gambit"":true,""stealth_jump"":true}",gold,#1 Super Jump Spot,silver,#1 Damage Taker,silver,#2 Clam Carrier,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,xmatch,area,mahimahi,126,alpha,TRUE,,1816.6,1966,,100,c12d74ff,,2049,,0,2cb721ff,,nautilus47,4,2,2,4,0,259,"{""swim_speed_up"":2,""run_speed_up"":1.9,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""sub_resistance_up"":0.3}",sshooter_collabo,9,6,3,1,2,580,"{""ink_saver_sub"":1.9,""swim_speed_up"":1.6,""run_speed_up"":0.6,""ink_recovery_up"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",spaceshooter,8,5,3,2,2,660,"{""run_speed_up"":3.8,""swim_speed_up"":1.3,""quick_super_jump"":0.3,""sub_resistance_up"":0.3}",spygadget,6,4,2,3,1,467,"{""run_speed_up"":2,""special_power_up"":1.9,""ink_saver_main"":0.9,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_saver"":0.3}",sshooter_collabo,5,4,1,5,1,489,"{""swim_speed_up"":2.6,""special_charge_up"":1.2,""intensify_action"":1,""ink_recovery_up"":0.6,""sub_resistance_up"":0.3}",spaceshooter_collabo,3,3,0,3,3,618,"{""special_charge_up"":1.6,""special_saver"":1.3,""special_power_up"":1,""quick_respawn"":0.3,""quick_super_jump"":0.3,""swim_speed_up"":0.3}",dualsweeper,2,1,1,3,3,526,"{""ink_saver_sub"":1.9,""ink_saver_main"":1.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""sub_resistance_up"":0.3,""last_ditch_effort"":true}",drivewiper_deco,2,2,0,6,1,416,"{""swim_speed_up"":1.9,""sub_power_up"":1.3,""special_charge_up"":1,""ink_resistance_up"":0.6,""run_speed_up"":0.3}",,,,,,,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,xmatch,area,mahimahi,122,alpha,TRUE,,1816.6,1909,,100,343bc4ff,,1831,,0,df6624ff,,nautilus47,9,7,2,3,1,473,"{""swim_speed_up"":2,""run_speed_up"":1.9,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""sub_resistance_up"":0.3}",dualsweeper,5,5,0,2,2,532,"{""special_power_up"":1.3,""quick_respawn"":1,""special_charge_up"":0.6,""sub_power_up"":0.6,""run_speed_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""stealth_jump"":true}",prime_collabo,7,5,2,4,1,463,"{""ink_saver_main"":1,""run_speed_up"":1,""swim_speed_up"":1,""sub_resistance_up"":0.9,""special_charge_up"":0.6,""ink_resistance_up"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""sub_power_up"":0.3}",jimuwiper,5,3,2,4,1,441,"{""swim_speed_up"":1,""ink_saver_main"":0.6,""special_power_up"":0.6,""sub_power_up"":0.6,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",prime_collabo,6,4,2,6,0,294,"{""swim_speed_up"":2.5,""run_speed_up"":1.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""ninja_squid"":true}",spaceshooter_collabo,3,1,2,5,2,614,"{""ink_recovery_up"":1,""sub_power_up"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.9,""special_charge_up"":0.6,""special_power_up"":0.3}",dualsweeper,5,4,1,4,1,503,"{""ink_saver_sub"":2.3,""swim_speed_up"":1,""run_speed_up"":0.6,""intensify_action"":0.3,""special_saver"":0.3,""sub_power_up"":0.3}",dynamo,5,4,1,5,0,420,"{""ink_saver_main"":2,""ink_recovery_up"":0.9,""quick_respawn"":0.6,""sub_power_up"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Splat Zone Guard,gold,#1 Super Jump Spot,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,xmatch,area,mahimahi,305,alpha,FALSE,,1816.6,4448,,99,1ec0adff,,4437,,86,d74b31ff,,nautilus47,18,11,7,4,5,1093,"{""swim_speed_up"":2,""run_speed_up"":1.9,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""sub_resistance_up"":0.3}",fincent,15,13,2,11,2,865,"{""swim_speed_up"":1.5,""quick_respawn"":1,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""last_ditch_effort"":true,""ninja_squid"":true}",sshooter_collabo,11,8,3,7,5,1543,"{""swim_speed_up"":1.3,""intensify_action"":1.2,""ink_resistance_up"":1,""ink_saver_sub"":1,""ink_recovery_up"":0.6,""quick_respawn"":0.6}",quadhopper_black,12,10,2,9,2,947,"{""quick_respawn"":2.6,""quick_super_jump"":0.6,""stealth_jump"":true}",spaceshooter_collabo,15,9,6,10,7,1576,"{""ink_recovery_up"":1,""sub_power_up"":1,""swim_speed_up"":1,""ink_saver_main"":0.9,""run_speed_up"":0.9,""special_charge_up"":0.6,""special_power_up"":0.3}",drivewiper_deco,9,8,1,12,4,969,"{""quick_respawn"":1.2,""sub_power_up"":1,""swim_speed_up"":0.9,""ink_saver_sub"":0.3,""quick_super_jump"":0.3,""comeback"":true,""stealth_jump"":true}",hokusai,12,8,4,11,3,937,"{""quick_respawn"":1.3,""ink_resistance_up"":0.9,""quick_super_jump"":0.6,""special_saver"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3,""ninja_squid"":true,""stealth_jump"":true}",dynamo,9,5,4,11,2,955,"{""ink_saver_main"":2,""ink_recovery_up"":0.9,""quick_respawn"":0.6,""sub_power_up"":0.6,""quick_super_jump"":0.3,""special_power_up"":0.3,""stealth_jump"":true}",gold,#1 Overall Splatter,gold,#1 Splat Zone Guard,gold,#1 Splat Zone Inker,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,yagara,180,bravo,,,,3733,41.9,,6e04b6ff,,3929,53.3,,cd510aff,,bold_neo,2,1,1,3,4,1078,"{""quick_respawn"":2.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",nzap89,1,1,0,2,3,1008,"{""ink_saver_sub"":3.5,""special_charge_up"":0.9,""ink_recovery_up"":0.3,""ninja_squid"":true}",bold,2,2,0,5,1,951,"{""ink_recovery_up"":1,""ink_saver_main"":1,""special_power_up"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",pablo_hue,2,1,1,5,1,696,"{""ink_recovery_up"":1.3,""run_speed_up"":1,""special_power_up"":1,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",furo,4,2,2,1,3,998,"{""ink_saver_main"":1,""swim_speed_up"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""thermal_ink"":true}",dualsweeper,7,6,1,1,3,991,"{""ink_saver_main"":1,""special_saver"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""last_ditch_effort"":true}",sharp_neo,0,0,0,1,3,970,"{""ink_saver_sub"":3.8,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",sshooter_collabo,8,7,1,2,3,970,"{""swim_speed_up"":2.8,""intensify_action"":1,""ink_resistance_up"":0.6,""special_saver"":0.3,""ninja_squid"":true}",gold,#1 Overall Splatter,gold,#1 Enemy-Base Inker,gold,#1 Turf Inker,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,yagara,180,bravo,,,,3773,43.0,,1a1aafff,,3867,51.1,,e38d24ff,,bold_neo,0,0,0,2,4,1030,"{""quick_respawn"":2.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""stealth_jump"":true}",bold,2,1,1,3,2,1124,"{""ink_recovery_up"":1,""ink_saver_main"":1,""special_power_up"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",dualsweeper,5,5,0,2,3,1058,"{""ink_saver_main"":1,""special_saver"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""last_ditch_effort"":true}",carbon_deco,4,3,1,4,1,561,"{""ink_recovery_up"":1.3,""run_speed_up"":1,""special_power_up"":1,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",furo,6,1,5,2,3,1090,"{""ink_saver_main"":1,""swim_speed_up"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""thermal_ink"":true}",sharp_neo,1,1,0,1,3,972,"{""ink_saver_sub"":3.8,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",sshooter_collabo,9,8,1,1,3,946,"{""swim_speed_up"":2.8,""intensify_action"":1,""ink_resistance_up"":0.6,""special_saver"":0.3,""ninja_squid"":true}",bold,1,1,0,5,3,859,"{""special_saver"":1.3,""swim_speed_up"":1.3,""ink_recovery_up"":1,""ink_saver_sub"":0.6,""intensify_action"":0.3,""special_charge_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",silver,#1 Ground Traveler,gold,#1 Home-Base Inker,silver,#1 Killer Wail 5.1 User,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,manta,180,alpha,,,,3869,54.2,,bfcd41ff,,3608,42.4,,6325cdff,,bold_neo,4,1,3,1,4,1050,"{""quick_respawn"":2.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""stealth_jump"":true}",bold,2,2,0,5,3,1164,"{""ink_recovery_up"":1,""ink_saver_main"":1,""special_power_up"":0.6,""sub_resistance_up"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",furo,5,5,0,1,3,1142,"{""ink_saver_main"":1,""swim_speed_up"":1,""ink_resistance_up"":0.3,""quick_super_jump"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3,""thermal_ink"":true}",tristringer,2,1,1,5,2,513,"{""sub_resistance_up"":1.3,""swim_speed_up"":1.3,""special_saver"":0.3,""ninja_squid"":true}",explosher,4,2,2,3,3,957,"{""ink_recovery_up"":1.3,""run_speed_up"":1,""special_power_up"":1,""special_charge_up"":0.3,""sub_resistance_up"":0.3}",sharp_neo,2,1,1,1,3,919,"{""ink_saver_sub"":3.8,""ink_recovery_up"":0.3,""ink_saver_main"":0.3,""special_charge_up"":0.3,""ninja_squid"":true}",dualsweeper,2,2,0,3,2,866,"{""ink_saver_main"":1,""special_saver"":1,""ink_saver_sub"":0.9,""ink_recovery_up"":0.3,""ink_resistance_up"":0.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""special_power_up"":0.3,""last_ditch_effort"":true}",wakaba,6,6,0,2,2,866,"{""swim_speed_up"":1,""ink_saver_sub"":0.9,""special_charge_up"":0.9,""stealth_jump"":true,""thermal_ink"":true}",gold,#1 Splat Assister,silver,#1 Ground Traveler,gold,#1 Home-Base Inker,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,manta,180,alpha,,,,3342,60.7,,343bc4ff,,2812,29.6,,df6624ff,,bold_neo,3,2,1,0,5,1229,"{""quick_respawn"":2.6,""sub_power_up"":0.6,""ink_saver_main"":0.3,""quick_super_jump"":0.3,""run_speed_up"":0.3,""stealth_jump"":true}",splatcharger_collabo,3,3,0,2,3,871,"{""ink_saver_main"":1.6,""swim_speed_up"":1,""ink_saver_sub"":0.9,""quick_super_jump"":0.9,""ink_recovery_up"":0.3,""respawn_punisher"":true}",jimuwiper,9,9,0,3,2,776,"{""quick_respawn"":1.6,""swim_speed_up"":0.9,""ink_resistance_up"":0.6,""sub_resistance_up"":0.6,""comeback"":true,""stealth_jump"":true}",squiclean_a,1,1,0,4,0,466,"{""quick_respawn"":1.3,""special_saver"":1,""ink_saver_main"":0.3,""ink_saver_sub"":0.3,""run_speed_up"":0.3,""special_charge_up"":0.3,""tenacity"":true}",sshooter_collabo,6,6,0,6,1,746,"{""ink_saver_main"":2.2,""ink_recovery_up"":1.6,""intensify_action"":1.6,""special_power_up"":0.3}",sshooter_collabo,1,0,1,5,2,730,"{""ink_saver_sub"":3.9,""ink_recovery_up"":0.3,""quick_respawn"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""sub_resistance_up"":0.3,""swim_speed_up"":0.3}",liter4k_scope,3,3,0,1,2,712,"{""swim_speed_up"":1.6,""ink_recovery_up"":1.3,""ink_saver_main"":1.3,""quick_super_jump"":0.6,""run_speed_up"":0.6,""ink_resistance_up"":0.3}",barrelspinner_deco,2,0,2,3,2,624,"{""sub_power_up"":1.3,""run_speed_up"":1,""special_saver"":1,""quick_respawn"":0.6,""ink_recovery_up"":0.3}",gold,#1 Splat Assister,gold,#1 Turf Inker,gold,#1 Home-Base Inker,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,manta,180,alpha,,,,3158,51.7,,1ec0adff,,3061,38.0,,d74b31ff,,bold_neo,6,4,2,1,3,864,"{""quick_respawn"":3.2,""sub_power_up"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""stealth_jump"":true}",pablo_hue,5,5,0,4,2,858,"{""swim_speed_up"":1.3,""intensify_action"":0.3,""quick_super_jump"":0.3,""special_charge_up"":0.3,""drop_roller"":true,""last_ditch_effort"":true}",bottlegeyser,2,1,1,3,2,758,"{""swim_speed_up"":3.8,""intensify_action"":0.6,""quick_super_jump"":0.3,""object_shredder"":true}",splatroller,7,6,1,4,1,678,"{""swim_speed_up"":2.5,""ink_resistance_up"":0.6,""quick_super_jump"":0.3,""sub_resistance_up"":0.3,""ninja_squid"":true,""object_shredder"":true}",nautilus47,7,4,3,2,3,1010,"{""ink_saver_sub"":1,""run_speed_up"":1,""special_saver"":1,""ink_saver_main"":0.9,""sub_power_up"":0.6,""ink_recovery_up"":0.3}",sharp,3,0,3,5,2,764,"{""special_charge_up"":0.6,""ink_resistance_up"":0.3,""intensify_action"":0.3,""special_power_up"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3,""comeback"":true,""ninja_squid"":true,""stealth_jump"":true}",pablo_hue,5,5,0,2,3,720,"{""ink_saver_main"":1,""quick_respawn"":1,""ink_resistance_up"":0.9,""sub_resistance_up"":0.6,""ink_saver_sub"":0.3,""intensify_action"":0.3,""special_charge_up"":0.3,""swim_speed_up"":0.3,""drop_roller"":true}",sputtery,2,2,0,7,0,567,"{""sub_power_up"":3.5,""quick_respawn"":0.6,""special_power_up"":0.6,""ninja_squid"":true}",gold,#1 Super Jump Spot,gold,#1 Turf Inker,gold,#1 Home-Base Inker,
Sizzle Season 2023,2023-06-25T02:00:00+00:00,4.0.2,regular,nawabari,manta,180,alpha,,,,3195,54.4,,1a1aafff,,2972,39.2,,e38d24ff,,bold_neo,5,5,0,2,3,856,"{""quick_respawn"":3.2,""sub_power_up"":0.6,""quick_super_jump"":0.3,""run_speed_up"":0.3,""stealth_jump"":true}",promodeler_mg,4,4,0,2,2,1017,"{""swim_speed_up"":1.9,""ink_resistance_up"":1,""special_charge_up"":1,""intensify_action"":0.3,""quick_respawn"":0.3,""special_power_up"":0.3,""special_saver"":0.3,""sub_resistance_up"":0.3}",nautilus47,6,1,5,2,2,705,"{""ink_saver_sub"":1,""run_speed_up"":1,""special_saver"":1,""ink_saver_main"":0.9,""sub_power_up"":0.6,""ink_recovery_up"":0.3}",liter4k,6,6,0,0,2,617,"{""intensify_action"":2.1,""swim_speed_up"":1.3,""ink_saver_sub"":0.3,""object_shredder"":true,""respawn_punisher"":true}",dualsweeper,2,1,1,4,2,909,"{""run_speed_up"":2.9,""ink_saver_main"":1.9,""swim_speed_up"":0.9}",jetsweeper,2,1,1,4,3,718,"{""ink_saver_main"":1.6,""special_charge_up"":1.6,""run_speed_up"":1,""ink_resistance_up"":0.6,""swim_speed_up"":0.6,""sub_resistance_up"":0.3}",quadhopper_black,0,0,0,3,2,714,"{""ink_saver_sub"":2,""quick_super_jump"":1.5,""swim_speed_up"":1,""ink_saver_main"":0.3,""special_saver"":0.3,""sub_power_up"":0.3,""sub_resistance_up"":0.3}",parashelter,4,4,0,5,1,631,"{""quick_respawn"":2.6,""run_speed_up"":1.6,""ink_saver_main"":0.6,""swim_speed_up"":0.6,""ink_resistance_up"":0.3}",gold,#1 Super Jump Spot,gold,#1 Enemy-Base Inker,silver,#1 Base Defender,
